artist,genres
Lil Xan,"['emo rap', 'underground hip hop', 'vapor trap']"
Fuse ODG,"['afro dancehall', 'azonto', 'dance pop']"
Mary Lambert,"['neo mellow', 'pop']"
Rupert Gregson-Williams,"['british soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']"
Linkin Park X Steve Aoki,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
Vitor Munhoz,['dark disco']
"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",['edm']
Hiphop Tamizha,"['desi hip hop', 'tamil hip hop', 'tamil pop']"
Alela Diane,"['indie folk', 'new weird america', 'stomp and holler']"
Caleb Belkin,"['chillhop', 'lo-fi beats']"
Procession,"['chilean metal', 'doom metal', 'epic doom', 'neo-trad doom metal']"
Orianthi,['candy pop']
Alicia Keys Featuring Miguel,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Kali Uchis,"['colombian pop', 'dance pop', 'pop']"
Eminem Featuring Nate Ruess,"['detroit hip hop', 'hip hop', 'rap']"
Lil Uzi Vert,"['melodic rap', 'philly rap', 'rap', 'trap']"
Bonnie McKee,"['candy pop', 'electropop', 'post-teen pop']"
[dunkelbunt],"['balkan beats', 'balkan brass', 'electro swing', 'nu jazz']"
Dev Featuring The Cataracs,"['dance pop', 'electropop']"
Young Thug Featuring Machine Gun Kelly,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Biscaya,['gothenburg metal']
Ester Dean Featuring Chris Brown,[]
Post Malone Featuring Meek Mill & Lil Baby,"['dfw rap', 'melodic rap', 'rap']"
Deathstars,"['cyber metal', 'gothic metal', 'industrial metal', 'metal']"
Danger Radio,"['alternative pop rock', 'neon pop punk', 'pop emo']"
Tyga Featuring Lil Wayne,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Matt Nathanson,"['acoustic pop', 'indiecoustica', 'neo mellow', 'pop rock']"
DJ Shog,"['bubble trance', 'german techno', 'hard trance']"
The Cats,"['classic uk pop', 'dutch rock', 'kermis', 'nederpop']"
Brothers Osborne,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']"
Jay-Z + Alicia Keys,"['east coast hip hop', 'hip hop', 'rap']"
Calvin Harris Featuring Rihanna,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']"
Enrique Iglesias With Usher Featuring Lil Wayne,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
Chris Young Duet With Cassadee Pope,"['contemporary country', 'country', 'country road', 'modern country rock']"
Nelly Featuring Keri Hilson,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
Luciferion,"['death metal', 'gothenburg metal', 'swedish metal']"
TV Girl,['indie pop']
Fabolous,"['dance pop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
Kip Moore,"['contemporary country', 'country', 'country road', 'modern country rock']"
Drake Featuring Jorja Smith & Black Coffee,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Habstrakt,"['bass house', 'dubstep', 'edm', 'electro house', 'electronic trap', 'filthstep']"
MitiS,"['chillstep', 'edm', 'filthstep', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm']"
Michael Nyman,"['bow pop', 'british contemporary classical', 'british soundtrack', 'compositional ambient', 'minimalism', 'post-minimalism', 'soundtrack']"
Young Thug Featuring Gunna,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
David Guetta Featuring Sia,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Jimmy Fallon Featuring will.i.am,['comedy']
"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney","['chicago rap', 'rap']"
Nina Miller,['ballet class']
Imperius Profanus,['brazilian black metal']
Dreezy Featuring Jeremih,"['chicago rap', 'drill', 'pop r&b', 'r&b', 'trap queen']"
Eminem Featuring Lil Wayne,"['detroit hip hop', 'hip hop', 'rap']"
"Royce Da 5'9""","['alternative hip hop', 'detroit hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
John Butler Trio,"['australian rock', 'banjo']"
Calvin Harris Featuring Ellie Goulding,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']"
Glen Campbell,"['adult standards', 'arkansas country', 'brill building pop', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'nashville sound', 'soft rock']"
Harley Poe,"['acoustic punk', 'anti-folk', 'folk punk']"
Spose,"['comic', 'indie pop rap', 'maine hip hop', 'pop rap']"
Wande Coal,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']"
Nuit Noire,[]
Owl City,"['indietronica', 'modern rock', 'pop', 'pop rock']"
The Chainsmokers & Illenium Featuring Lennon Stella,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Summoning,"['atmospheric black metal', 'austrian black metal', 'austrian metal', 'black metal', 'dungeon synth', 'epic black metal', 'middle earth', 'symphonic black metal', 'tolkien metal']"
Goldmund,"['ambient', 'compositional ambient', 'nu age']"
Marc Anthony,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']"
Gorguts,"['brutal death metal', 'canadian metal', 'death metal', 'dissonant death metal', 'quebec death metal', 'technical death metal']"
"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Haus of Panda,['canadian electronic']
Kidnap,"['future garage', 'tropical house']"
DNCE,"['dance pop', 'pop', 'post-teen pop']"
Artists For Haiti,['musical advocacy']
Rayvanny,"['azontobeats', 'bongo flava', 'tanzanian hip hop', 'tanzanian pop']"
Apocryphal,['french death metal']
Tiamat,"['doom metal', 'gothic metal', 'swedish death metal', 'swedish doom metal', 'swedish metal', 'symphonic black metal']"
The Covasettes,"['english indie rock', 'manchester indie']"
"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar","['east coast hip hop', 'hip hop', 'rap', 'trap']"
Keith Urban Featuring Eric Church,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
The Barden Bellas,"['a cappella', 'hollywood']"
Passenger,"['folk-pop', 'neo mellow', 'pop', 'pop rock']"
Little Dragon,"['alternative dance', 'alternative r&b', 'art pop', 'chillwave', 'downtempo', 'electronica', 'electropop', 'gothenburg indie', 'indie soul', 'indietronica', 'new rave', 'nu jazz', 'swedish electropop', 'swedish synthpop', 'trip hop']"
Bloodbath,"['black metal', 'brutal death metal', 'death metal', 'metal', 'swedish death metal', 'swedish metal', 'technical death metal']"
Frau Doktor,"['euroska', 'german ska']"
Sam Manning,['calypso']
Machinae Supremacy,"['bitpop', 'future rock', 'power metal', 'swedish metal', 'swedish power metal']"
A L E X,['lo-fi beats']
Boys Like Girls Featuring Taylor Swift,"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']"
Northlane,"['australian metalcore', 'deep melodic metalcore', 'djent', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'progressive metalcore']"
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Ghusa,['french death metal']
Klone,"['french metal', 'progressive groove metal', 'progressive metal']"
Migos Featuring Drake,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
X Ambassadors,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']"
will.i.am & Britney Spears,"['dance pop', 'pop', 'pop rap']"
Brantley Gilbert Featuring Justin Moore & Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
Beach House,"['baltimore indie', 'dream pop', 'dreamo', 'modern dream pop']"
Cole Swindell,"['contemporary country', 'country', 'country road', 'modern country rock']"
Tomasz Bednarczyk,"['ambient', 'compositional ambient', 'drift', 'drone', 'fourth world', 'nu age', 'polish ambient', 'sound art']"
Gallery-81,['chicago pop punk']
Flume,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']"
Mario,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'r&b', 'urban contemporary']"
Dua Lipa,"['dance pop', 'pop', 'uk pop']"
Old Dominion,"['contemporary country', 'country', 'country road']"
Calvin Harris & Dua Lipa,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']"
John Henriksson,['background music']
Manchester Orchestra,['indie rock']
"Nicki Minaj, Drake & Lil Wayne","['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
Afterlife,"['chill lounge', 'electro jazz', 'electronica', 'nu jazz']"
Tyler Farr,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']"
Ariana Grande & Social House,"['dance pop', 'pop']"
The Taxpayers,"['anti-folk', 'folk punk', 'portland punk']"
PnB Rock,"['melodic rap', 'pop rap', 'rap', 'trap']"
Bon Jovi,"['glam metal', 'rock']"
Bugge Wesseltoft,"['dark jazz', 'norwegian contemporary jazz', 'norwegian jazz', 'nu jazz']"
The Sura Quintet,"['chill lounge', 'deep chill']"
Screamfeeder,['australian alternative rock']
Hank Jones,"['bebop', 'hard bop', 'jazz', 'jazz piano', 'stride']"
Gary Allan,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']"
Cam,"['contemporary country', 'country', 'country pop']"
The Black Eyed Peas X J Balvin,"['dance pop', 'pop', 'pop rap']"
Children Of Bodom,"['alternative metal', 'finnish death metal', 'finnish melodeath', 'finnish metal', 'melodic death metal', 'metal', 'nu metal', 'power metal']"
Calling from afar,['chinese metal']
A$AP Rocky,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
Echo & the Bunnymen,"['alternative rock', 'art rock', 'dream pop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'punk', 'rock']"
The Black,[]
Nick Murphy / Chet Faker,"['art pop', 'indietronica']"
"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Lil Baby & DaBaby,"['north carolina hip hop', 'rap', 'trap']"
DJ Spinall,"['afro dancehall', 'afropop', 'nigerian pop']"
Konane,['kawaii future bass']
McKinley Mitchell,['chicago soul']
"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Florian Ostertag,['german indie folk']
Nicky Jam,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
Traitor,"['german thrash metal', 'new wave of thrash metal']"
Cajmere,"['chicago house', 'classic house', 'deep house', 'footwork', 'hip house']"
Roger Eno,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'fourth world']"
Earl Hooker,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'traditional blues']"
Max Frost,"['austindie', 'indie poptimism', 'modern alternative rock', 'modern rock']"
Good Morning,"['experimental pop', 'indie garage rock', 'lo-fi indie']"
Eric Church Featuring Rhiannon Giddens,"['contemporary country', 'country', 'country road', 'modern country rock']"
Florida Georgia Line Featuring Tim McGraw,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
Jamie xx,"['electronica', 'future garage', 'new rave']"
Blue Sky Black Death,"['abstract hip hop', 'downtempo']"
Carly Rae Jepsen,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Sean Downey,['vaporwave']
Ayatollah,"['abstract beats', 'wu fam']"
Drake Featuring PARTYNEXTDOOR,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Jan Garbarek,"['classical saxophone', 'contemporary jazz', 'ecm-style jazz', 'jazz fusion', 'jazz saxophone', 'norwegian jazz']"
Jason Derulo Featuring 2 Chainz,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
Elskavon,"['ambient worship', 'compositional ambient', 'neo-classical']"
Dirt Rock Empire,['country rap']
Usher Featuring Rick Ross,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Cassadee Pope,"['contemporary country', 'country', 'country pop', 'pop emo', 'post-teen pop', 'viral pop']"
Sidsel Endresen,"['dark jazz', 'norwegian jazz']"
Leo,['comic metal']
Tech N9Ne Featuring 2 Chainz & B.o.B,"['hip hop', 'kansas city hip hop', 'pop rap']"
The Lumineers,"['folk-pop', 'pop', 'pop rock', 'stomp and holler']"
Sukhbir,"['bhangra', 'desi hip hop', 'desi pop']"
Bryce Janey,"['electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']"
Brandy Featuring Chris Brown,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
benny blanco & Juice WRLD Featuring Brendon Urie,"['pop', 'pop rap']"
"ScHoolboy Q, 2 Chainz & Saudi","['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Evil Activities,"['gabba', 'happy hardcore', 'hardcore techno', 'uptempo hardcore']"
Morgan Evans,"['australian country', 'australian pop', 'contemporary country']"
Alexandra Stan,"['dance pop', 'electropop', 'romanian pop']"
Eddie Meduza,"['classic swedish pop', 'danspunk']"
Clean Bandit Featuring Sean Paul & Anne-Marie,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']"
Josh Kelley,"['acoustic pop', 'indiecoustica', 'neo mellow']"
Objekt,"['future garage', 'mandible', 'outsider house', 'uk bass']"
My Darkest Days Featuring Zakk Wylde,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']"
DJ Deeon,['ghettotech']
Odunsi (The Engine),"['afropop', 'alte', 'nigerian pop']"
Steel Panther,"['comic', 'comic metal', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']"
Thelonious Monk,"['bebop', 'jazz', 'jazz piano']"
Dub Silence,[]
Boreal Massif,['illbient']
OG Maco Featuring 2 Chainz,"['atl hip hop', 'underground hip hop']"
Jay Z Kanye West Featuring Frank Ocean,"['east coast hip hop', 'hip hop', 'rap']"
Juicy J Featuring Big Sean & Young Jeezy,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
An-Ten-Nae,"['downtempo bass', 'glitch hop']"
Ellie Goulding X Diplo Featuring Swae Lee,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']"
TesseracT,"['alternative metal', 'djent', 'progressive metal']"
Ty Dolla $ign Featuring Future & Rae Sremmurd,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
Jason Aldean Featuring Miranda Lambert,"['contemporary country', 'country', 'country road']"
Mors Principium Est,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal']"
Trippie Redd Featuring DaBaby,"['melodic rap', 'rap', 'trap']"
Sunidhi Chauhan,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
Protomartyr,"['chamber psych', 'detroit rock', 'garage psych', 'indie punk', 'indie rock', 'modern alternative rock', 'modern rock']"
Migos Featuring Gucci Mane,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Teodor Wolgers,"['background music', 'background piano', 'neo-classical']"
Suffocation,"['brutal death metal', 'death metal', 'metal', 'new york death metal', 'technical death metal']"
Oneohtrix Point Never,"['ambient', 'art pop', 'chillwave', 'deconstructed club', 'dream pop', 'drone', 'electronica', 'escape room', 'experimental pop', 'fluxwork', 'hauntology', 'intelligent dance music', 'microhouse', 'outsider house', 'vaporwave']"
Rocko Featuring Future & Rick Ross,"['atl hip hop', 'atl trap', 'dirty south rap', 'gangster rap', 'houston rap', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Story Of The Year,"['alternative metal', 'christian alternative rock', 'nu metal', 'pop punk', 'post-hardcore', 'screamo']"
Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']"
Stupeflip,"['chanson humoristique', 'french reggae', 'french rock', 'rap conscient']"
Justify Rebellion,['danish metal']
Marshmello & Kane Brown,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Sheppard,"['australian indie', 'australian pop', 'dance pop', 'folk-pop', 'modern rock', 'pop', 'pop dance', 'pop rock', 'tropical house']"
David Guetta Featuring Ne-Yo & Akon,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Einojuhani Rautavaara,"['avant-garde', 'classical', 'contemporary classical', 'finnish classical', 'finnish contemporary classical', 'nordic contemporary classical']"
Chelsea Grin,"['deathcore', 'melodic metalcore', 'metalcore', 'screamo']"
Jamie Foxx Featuring Justin Timberlake & T .I.,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
Martina McBride,"['contemporary country', 'country', 'country dawn', 'country road']"
Mustard Featuring Roddy Ricch,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Diljit Dosanjh,"['desi pop', 'filmi', 'modern bollywood', 'punjabi pop']"
The Riot Before,"['folk punk', 'orgcore']"
Jake Xerxes Fussell,"['alternative americana', 'alternative country', 'deep new americana', 'folk', 'modern old-time', 'new americana', 'north carolina roots', 'pastoral', 'stomp and holler']"
Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,"['dance pop', 'pop', 'post-teen pop']"
Joeboy,['nigerian pop']
Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']"
SOB X RBE,"['cali rap', 'trap', 'underground hip hop', 'vapor trap']"
Kumar Sanu,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood']"
A-Trak + Milo & Otis Featuring Rich Kidz,"['canadian electronic', 'edm', 'electro house', 'turntablism']"
Flo Rida & 99 Percent,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
The Kooks,"['brighton indie', 'modern rock', 'rock']"
Move D,"['deep house', 'deep soul house', 'dub techno', 'float house', 'german house', 'microhouse', 'minimal tech house', 'minimal techno', 'outsider house', 'tech house', 'techno']"
VCTRE,['experimental bass']
Julee Cruise,"['art pop', 'art rock', 'dream pop']"
